gene	no_zero_mean	no_zero_max	binding	functional	ptmod	regulation	textmining	type	repetition	distance	nfams	ndisease_genes	ngenes	sre_file
SNORD3A	0	0	NA	NA	NA	0	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MSI1	0	0	0	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GRM7-AS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C18orf26	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CBX3P9	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS5P3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR574	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL41P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MLLT10P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CEACAM4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PARP1P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
E2F8	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR1268A	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNU6-67	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KCNAB1-AS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP4F60P	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR1972-1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KRT86	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF503-AS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GLUD1P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SACS-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ITIH2-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CTBP1-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR548AK	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF713	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TCEB2P3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYCSP32	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FBXW12	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HDHD1P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCDC73	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPANXN5	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR5J1P	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CTSL1P3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HMGB3P16	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EEF1A1P3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PRR20C	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHD1-1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GLIS3-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00290	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM177B	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S105	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00336	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VN1R51P	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KCNMB3P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KLHL38	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FTLP15	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VENTXP4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DAOA-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SYT15	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DUX4L9	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S213	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM218A	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL23AP64	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RWDD4P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
REEP4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL7P55	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR518D	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRAJ58	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00032	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CDRT15L2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTND5P14	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF806	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR492	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPP1R14BP2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LCE1D	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
COX6A1P3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNU7-89P	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATXN8OS	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LYG2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SEPT7P3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00029	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPS33P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD115-43	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NEK4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IFT43	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KYNUP3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KRTAP20-4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAC1P7	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NMD3P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TCEB1P6	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR125B1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCT6P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MBD3L2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM99A	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SERPINE3	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S18	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KRT17P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SSR4P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ST13P18	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRBV25OR9-2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00519	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHV3-16	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNU6-72	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MORF4L2P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAC1P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARL8A	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S46	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNY1P8	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GAPDHP42	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR4T1P	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR10R1P	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HMGB1P37	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TAAR9	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PDZK1P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM104A	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF229	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM71F2	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA2018	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PRKY	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPS29P2	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR320A	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMX2-CTNND1	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEM8A	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTMR12	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C9orf96	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA0895	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA1731	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF430	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MICAL3	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KCTD20	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCDC87	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF768	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AMIGO3	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EPHX4	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHVIII-5-1	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF684	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPATA1	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ASPHD1	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DENND4B	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PDCD6	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SBDSP1	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPL45	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPL42P2	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HMGA1P3	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SYNGR4	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RCCD1	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS11P6	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ADAL	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SAMD5	1	1	NA	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAP3K7	0.944706024387299	1	1	NA	1	1	0.778824097549197	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TBX3	0.938093778731229	1	NA	NA	NA	1	0.876187557462458	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPARA	0.906742393797533	1	0.72635651023109	NA	NA	1	0.993870671161508	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RIPK3	0.881687044923753	1	1	NA	NA	NA	0.763374089847507	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PTPLAD2	0.875	0.875	NA	0.875	NA	NA	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
UPRT	0.870336834480261	1	NA	NA	NA	1	0.740673668960522	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
STYK1	0.869095048377917	1	NA	NA	NA	1	0.738190096755834	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PHACTR4	0.868525896414343	1	NA	NA	NA	1	0.737051792828685	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HACE1	0.867729083665339	1	NA	NA	NA	1	0.735458167330678	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NMU	0.866592932558856	1	0.852482269503546	NA	NA	1	0.747296528173023	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AKR1A1	0.864541832669323	1	NA	NA	NA	1	0.729083665338646	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HBEGF	0.863564481285772	1	0.711154094132817	NA	1	1	0.74310383101027	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FOXM1	0.853774693790429	1	0.681178396072013	0.854166666666667	NA	1	0.879753712423035	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SAMD15	0.8515625	1	NA	0.703125	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAD18	0.851364787388777	1	0.702803107058426	0.833333333333334	NA	1	0.869322709163347	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HOXC11	0.845785392510258	1	0	0.791666666666667	NA	1	0.745689510864107	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00482	0.84375	0.84375	NA	0.84375	NA	NA	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ALG10B	0.840637450199203	1	NA	NA	NA	1	0.681274900398407	TARGET	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ALG10	0.835950316381533	1	NA	NA	NA	1	0.671900632763066	TARGET	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FBXO32	0.829787234042553	1	0.659574468085106	NA	NA	1	NA	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TADA3	0.828235920462758	1	0.716312056737589	NA	NA	1	0.768395704650685	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IVNS1ABP	0.819280871186723	1	0.691995947315096	NA	NA	1	0.765846666245073	RANDOM	6	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
