gene	no_zero_mean	no_zero_max	binding	functional	ptmod	regulation	textmining	type	repetition	distance	nfams	ndisease_genes	ngenes	sre_file
WDR67	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LRRC34	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNASEK	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IQCH	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
WDR65	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C6orf106	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EIF4BP8	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL39P25	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPIEL	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ANKRD19P	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM66A	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATPBD4	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA1467	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BOLA3	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF708	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPL14	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEM14B	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNF149	1	1	NA	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SFN	0.895782221616248	1	0.986236728273693	NA	NA	1	0.701109936575053	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MMP14	0.875194712952717	1	0.64883995281164	NA	NA	1	0.976744186046512	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GRB2	0.874011462812787	1	0.988051665204634	NA	0.53125	1	0.976744186046512	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ALOXE3	0.845930232558139	1	NA	NA	NA	1	0.691860465116279	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GSTA1	0.842538759689922	1	NA	NA	NA	1	0.685077519379845	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPINT2	0.838068181818182	1	NA	NA	NA	1	0.676136363636364	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SATB1	0.836771869827426	1	0.670105556969151	NA	NA	1	0.840210052513128	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GNA13	0.836466776610262	1	0.844671647660244	NA	NA	1	0.664728682170542	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MUL1	0.833857648446717	1	0.667715296893433	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NR3C1	0.833333333333333	1	1	NA	0.333333333333333	1	1	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HCFC1	0.832874801476618	1	0.671647660243806	NA	NA	1	0.826976744186046	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GTPBP2	0.830668604651163	1	NA	NA	NA	1	0.661337209302326	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATOX1	0.830369357045144	1	0	NA	NA	1	0.660738714090287	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FUBP3	0.829651162790698	1	NA	NA	NA	1	0.659302325581396	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AATF	0.826485044502585	1	0.805741250491545	NA	NA	1	0.673713883016208	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPSB4	0.825581395348837	1	NA	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ACP2	0.825581395348837	1	NA	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCDC22	0.825581395348837	1	NA	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS14	0.822332369040615	1	0.815834316424171	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR7A10	0.813212740857255	0.813212740857255	0.813212740857255	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR9Q1	0.813212740857255	0.813212740857255	0.813212740857255	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR8K1	0.813212740857255	0.813212740857255	0.813212740857255	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C21orf33	0.798576361147807	1	0.700961641582955	NA	NA	1	0.694767441860465	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DHCR24	0.791679126620859	1	0.688163586315375	NA	NA	1	0.686873793547201	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPIF	0.791650522554183	1	0.662352983233832	NA	NA	1	0.712598584428716	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NPY2R	0.790602425904505	1	0.720644487015841	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KNTC1	0.788782714154688	1	0.669026084676891	NA	NA	1	0.697322057787174	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCND2	0.787324828688947	1	0.672555128709278	NA	0.5	1	0.976744186046512	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PEMT	0.782547089289035	1	0.659850570192686	NA	NA	1	0.687790697674419	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAP3K10	0.780856461315657	1	0.670173023987417	NA	NA	1	0.672396359959555	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PKD1	0.778198672631599	1	0.650731870039652	NA	0	1	0.683864147855146	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TNFRSF13C	0.776894146624255	1	0.632324026740071	NA	NA	1	0.698358413132695	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ADAR	0.776838413736785	1	0.632324026740071	NA	NA	1	0.698191214470284	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GMPR	0.76807951987997	1	NA	NA	NA	1	0.53615903975994	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RASGEF1C	0.766113752547099	1	0.532227505094198	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
POLD4	0.765336392932439	1	0.632324026740071	NA	NA	1	0.663685152057245	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
THAP7	0.764059803368997	1	0.641016619409318	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KLK10	0.755038759689922	1	NA	NA	NA	1	0.510077519379845	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC26A1	0.752606255012029	1	NA	NA	NA	1	0.505212510024058	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C17orf81	0.750098309083759	1	0.500196618167518	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LONRF3	0.745379473063311	1	0.490758946126622	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
POMGNT1	0.744767441860465	0.744767441860465	NA	NA	NA	NA	0.744767441860465	TARGET	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPTBN4	0.743373073262811	1	0.697329502353569	NA	0.625	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
WNT7A	0.740227719225281	1	0.501572945340149	NA	NA	1	0.719110212335693	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
THAP4	0.736885568226504	1	0.473771136453008	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TBL2	0.736627539789892	1	0.512208200765024	NA	NA	1	0.697674418604651	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PDGFB	0.734049779833378	1	0.841722375147464	NA	0.25	1	0.844476744186047	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARIH2	0.730955493688236	1	0.820005004826082	NA	NA	1	0.372861476238625	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS6KA4	0.728661477876658	1	0.708334822864905	NA	0.5	1	0.706311088641725	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
YTHDF2	0.726651888973904	1	0.515226984751169	NA	NA	1	0.664728682170542	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEFF2	0.726624383368569	1	NA	NA	0.5	1	0.679873150105708	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GTF2I	0.725409311366586	1	0.806175880125008	NA	0.25	1	0.845461365341336	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLAMF6	0.72411922051119	1	0.655918206842312	NA	NA	1	0.516439454691259	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RARG	0.72110572537616	1	0.512154385430805	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPP1R12A	0.717992781037196	1	0.670861187573732	NA	0.5	1	0.701109936575053	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MKNK1	0.713411733524063	1	0.675352360452842	NA	0.5	1	0.678294573643411	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GNG3	0.705101064447743	1	0.760781229518941	NA	NA	1	0.354521963824289	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RIT2	0.693256987565806	0.72178529296107	0.72178529296107	NA	NA	NA	0.664728682170542	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PLAC9	0.691748658318426	1	NA	NA	NA	1	0.383497316636851	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GNAO1	0.690352404408729	0.696438646583118	0.696438646583118	NA	NA	NA	0.684266162234339	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NPY5R	0.685903638856758	0.720644487015841	0.720644487015841	NA	NA	NA	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OMA1	0.68345259391771	1	NA	NA	NA	1	0.366905187835421	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GSTT1	0.683061569990199	1	NA	NA	NA	1	0.366123139980397	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPS21	0.679423015050227	1	0.358846030100454	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TARBP1	0.678292273174257	1	0.370148137352227	NA	NA	1	0.664728682170542	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAGEB18	0.677416851211789	0.677416851211789	0.677416851211789	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SAGE1	0.674418604651163	1	NA	NA	NA	1	0.348837209302326	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZYG11B	0.672919047514712	1	0.345838095029423	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HDDC3	0.671647660243807	1	0.343295320487613	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DOPEY1	0.670190274841438	1	NA	NA	NA	1	0.340380549682875	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARR3	0.669599485051615	0.691860465116279	0.647338504986951	NA	NA	NA	0.691860465116279	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AK3	0.669302325581395	1	NA	NA	NA	1	0.33860465116279	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EIF4G3	0.668510914594555	0.674418604651163	0.662603224537947	NA	NA	NA	0.674418604651163	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BBOX1	0.668450517628638	1	0.337909692420797	NA	NA	1	0.667441860465117	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TAAR8	0.668339653104031	0.68076109936575	0.655918206842312	NA	NA	NA	0.68076109936575	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARID2	0.668154563218075	1	0.662603224537947	NA	NA	1	0.341860465116279	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CORO2B	0.667911915060952	1	0.335823830121903	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CERS5	0.667312661498708	1	NA	NA	NA	1	0.334625322997416	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ELOF1	0.666851368581608	1	0.333702737163217	NA	NA	1	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAP3K12	0.664223889905302	1	0.672399435590202	NA	0.333333333333333	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GAL3ST2	0.662790697674419	1	NA	NA	NA	1	0.325581395348837	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TPBG	0.657173108324925	1	0.320356534277101	NA	NA	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNRPD3	0.656055634956073	1	0.68139308245995	NA	0.291666666666667	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KCNN2	0.651917827323524	0.671511627906977	0.632324026740071	NA	NA	NA	0.671511627906977	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SETD7	0.642625818012436	1	0.809280377506882	NA	1	0.0622605363984672	0.698962358144395	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAP4K1	0.6414309463596	1	0.664560994740726	NA	0.25	1	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TOMM40	0.638735183797324	1	0.535981124655918	NA	NA	1	0.380224426736054	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARHGDIA	0.637580826010404	1	0.825009830908376	NA	0.0312500000000002	1	0.69406347313324	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA1462	0.632352941176471	0.632352941176471	NA	NA	NA	0.632352941176471	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
STX18	0.630934546528958	1	0.357058592213921	NA	NA	1	0.535745047372954	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP11A1	0.625949228819854	1	0.311181019792896	NA	NA	0.566666666666666	1	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AP3M1	0.622776443789896	1	0.530225574661281	NA	NA	1	0.338103756708408	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GRIA1	0.617788378442743	0.688402492780058	0.664962642548172	NA	0.5	0	0.688402492780058	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATP2C2	0.610678153934151	1	0.332034461802452	NA	NA	1	0.5	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FKTN	0.60750236829407	0.712448700410397	0.502556036177743	NA	NA	NA	0.712448700410397	TARGET	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AGTR1	0.604120356655708	0.976744186046512	0.729476533043418	NA	NA	0.106140350877193	0.976744186046512	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C8G	0.603022209267275	1	0.45107782504558	NA	NA	1	0.357988802756245	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ABCC3	0.593078228488117	0.703687935713906	0.498623672827369	NA	NA	0.576923076923077	0.703687935713906	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C2orf43	0.590971272229822	1	NA	NA	NA	1	0.181942544459644	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SIX3	0.586203018282324	0.683220035778175	0.489186000786473	NA	NA	0	0.683220035778175	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PLEKHA2	0.574547727015746	1	0.336775875985678	NA	NA	1	0.386867305061559	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SEMA6A	0.572605898885916	1	0.336872460348669	NA	NA	1	0.380945236309077	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRMT11	0.570819158832568	1	0.376023367970572	NA	NA	1	0.336434108527132	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MED11	0.568820356477826	1	0.663291388124263	NA	NA	1	0.0431696813092162	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DPM2	0.566256999759181	1	0.341329138812426	NA	NA	1	0.357441860465116	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NPB	0.565781792584041	0.880062917813606	0.880062917813606	NA	NA	0.133133133133133	0.684149326805386	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IFIH1	0.56404932067661	1	0.324026740070783	NA	0.25	1	0.682170542635659	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PDE6A	0.54897144096691	0.730297157622739	0.36764572431108	NA	NA	NA	0.730297157622739	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP4F3	0.539930437154743	0.539930437154743	NA	NA	NA	NA	0.539930437154743	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SMARCB1	0.53986784696224	0.825009830908376	0.825009830908376	NA	NA	0.0959502991256329	0.698643410852713	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCL15	0.53891201573351	0.692834093690887	0.384989937776133	NA	NA	0	0.692834093690887	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CALM2	0.537734494544718	0.687126872341186	0.687126872341186	NA	0.25	0.551020408163265	0.662790697674418	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SSB	0.531692932004513	0.665961945031712	0.651339073204048	NA	0.277777777777778	0	0.665961945031712	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AQP2	0.528393825555708	0.75	0.658401804747811	NA	0.75	0.0135135135135136	0.691659983961508	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SGIP1	0.519223555888972	0.519223555888972	NA	NA	NA	NA	0.519223555888972	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ERLIN1	0.503662013370036	0.632324026740071	0.632324026740071	NA	NA	NA	0.375	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ROPN1	0.496014649263852	0.651162790697674	0.340866507830029	NA	NA	NA	0.651162790697674	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC16A7	0.492827921468101	0.699612403100775	0.679512386944554	NA	NA	0.0993589743589745	0.699612403100775	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FDFT1	0.487527993378813	0.693895348837209	0.652968934329532	NA	NA	0.115719696969697	0.693895348837209	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HTR2A	0.484231416114181	0.715308459207513	0.715308459207513	NA	NA	0.0454545454545454	0.691931243680486	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GTF2F2	0.479748922399535	0.852536374360991	0.852536374360991	NA	0.25	0.144468085106383	0.671991230130765	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCBL2	0.468755468518717	1	0.0230299714476223	NA	NA	1	0.383236434108527	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NOL6	0.458480893890953	1	0.365268263068209	NA	NA	1	0.0101744186046512	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLCO1A2	0.434822222980181	0.696914424684602	0.498623672827369	NA	NA	0.108928571428571	0.696914424684602	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SMC4	0.431978190548275	0.654345261502163	0.654345261502163	NA	NA	0.108928571428572	0.532660738714091	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
